"","X","faceRectangle.top","faceRectangle.left","faceRectangle.width","faceRectangle.height","faceAttributes.glasses","faceAttributes.blur.blurLevel","faceAttributes.blur.value","faceAttributes.headPose.roll","faceAttributes.headPose.yaw","faceAttributes.emotion.contempt","faceAttributes.emotion.surprise","faceAttributes.emotion.happiness","faceAttributes.emotion.neutral","faceAttributes.emotion.sadness","faceAttributes.emotion.disgust","faceAttributes.emotion.anger","faceAttributes.emotion.fear","faceAttributes.occlusion.eyeOccluded","faceAttributes.occlusion.mouthOccluded","faceAttributes.occlusion.foreheadOccluded","faceAttributes.noise.noiseLevel","faceAttributes.noise.value","faceLandmarks.pupilLeft.x","faceLandmarks.pupilLeft.y","faceLandmarks.eyebrowLeftInner.x","faceLandmarks.eyebrowLeftInner.y","faceLandmarks.eyeLeftOuter.x","faceLandmarks.eyeLeftOuter.y","faceLandmarks.eyeLeftBottom.x","faceLandmarks.eyeLeftBottom.y","faceLandmarks.eyeRightOuter.x","faceLandmarks.eyeRightOuter.y","faceLandmarks.mouthRight.x","faceLandmarks.mouthRight.y","faceLandmarks.eyebrowRightOuter.x","faceLandmarks.eyebrowRightOuter.y","faceLandmarks.noseTip.x","faceLandmarks.noseTip.y","faceLandmarks.pupilRight.x","faceLandmarks.pupilRight.y","faceLandmarks.noseRootRight.x","faceLandmarks.noseRootRight.y","faceLandmarks.noseRightAlarTop.x","faceLandmarks.noseRightAlarTop.y","faceLandmarks.eyeRightTop.x","faceLandmarks.eyeRightTop.y","faceLandmarks.eyeRightBottom.x","faceLandmarks.eyeRightBottom.y","faceLandmarks.noseRootLeft.x","faceLandmarks.noseRootLeft.y","faceLandmarks.mouthLeft.x","faceLandmarks.mouthLeft.y","faceLandmarks.underLipTop.x","faceLandmarks.underLipTop.y","faceLandmarks.eyebrowRightInner.x","faceLandmarks.eyebrowRightInner.y","faceLandmarks.noseLeftAlarTop.x","faceLandmarks.noseLeftAlarTop.y","faceLandmarks.upperLipTop.x","faceLandmarks.upperLipTop.y","faceLandmarks.eyeLeftInner.x","faceLandmarks.eyeLeftInner.y","faceLandmarks.upperLipBottom.x","faceLandmarks.upperLipBottom.y","faceLandmarks.eyeRightInner.x","faceLandmarks.eyeRightInner.y","faceLandmarks.underLipBottom.x","faceLandmarks.underLipBottom.y","faceLandmarks.noseLeftAlarOutTip.x","faceLandmarks.noseLeftAlarOutTip.y","faceLandmarks.eyebrowLeftOuter.x","faceLandmarks.eyebrowLeftOuter.y","faceLandmarks.eyeLeftTop.x","faceLandmarks.eyeLeftTop.y","faceLandmarks.noseRightAlarOutTip.x","faceLandmarks.noseRightAlarOutTip.y","black","blond","brown","gray","other","red","impression","glasses","blurLevel","eyeOccluded","mouthOccluded","foreheadOccluded","noiseLevel"
"139",139,207,239,229,229,"NoGlasses","low",0,13.3,16.4,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,317.8,258.6,352.5,247,300.7,256.4,315.2,265.4,424.7,289.4,382.7,385.9,446.5,265.7,365.7,335.2,411.3,283.5,385.6,280.6,387,314,412.2,279.7,410.2,289.8,356.1,274.2,286.5,358.2,339.2,397.3,402.2,258.3,339.7,304.7,351.7,367.5,331.9,265.1,348.2,375.6,398.1,282.5,335.3,407.1,321.7,320.1,285.5,229,317.4,254.9,391.5,338,1,0.02,0.08,0.57,0.71,0.06,1,0,1,0,0,0,1
"1631",1631,91,75,127,127,"NoGlasses","low",0.18,-24,-20.6,0,0.002,0.111,0.857,0.006,0,0.024,0,FALSE,FALSE,FALSE,"low",0,108.1,135.7,110.3,121.5,100,142.8,107.6,141.5,157.6,110.1,170.2,174.5,168.2,94.3,132.9,158.9,150.6,111.9,133.1,125.7,142.7,144.3,146.9,110.1,150.6,118.2,119,133.1,132.9,195.8,147.4,186.6,126.9,111,123.3,153.7,145.1,178.4,114,135.1,148,185.9,140.7,119.4,150.5,194.8,126,168.2,85.7,134.2,104.6,133.6,152.9,153.9,1,0.03,0.77,0.01,0.77,0.05,0,0,1,0,0,0,1
"628",628,263,114,350,350,"NoGlasses","low",0.23,-2.3,8.4,0.003,0,0.008,0.989,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.63,207.5,356.8,252.3,325.4,181.9,359.7,208.3,368.1,383.3,354.3,355.5,517.9,413.9,320.4,299.6,453.5,358.4,352.5,306.4,362,324.8,423.7,360.9,345.4,361.7,362.4,267.9,362.9,223,525.2,290.6,528.4,326.1,321.2,259.6,425.6,295.9,511.1,233.6,361.9,295.1,522.7,337.7,357.4,292.3,550.2,246.9,457.2,147.9,328.3,208.6,348.9,341.1,453.3,1,0.08,0.68,0.07,0.56,0.05,1,0,1,0,0,0,2
"1069",1069,36,85,104,104,"NoGlasses","low",0.04,-2.7,4.5,0,0.016,0.051,0.844,0.048,0,0.001,0.04,FALSE,FALSE,FALSE,"low",0,113.6,63.5,128.5,53.1,107.2,63.5,113.5,66.5,163.6,62.8,156.3,113.1,172.8,55.4,138.6,90.8,157.5,62.2,142.9,64.6,146.7,81.9,157.6,60.2,158,65.7,129.2,65.1,120.3,114.8,139.7,114.8,144.9,52.4,126.8,82.6,139.9,107.4,120.2,64,140.5,111.5,150.7,63.6,140.6,120.1,121.6,92.5,96.6,54.6,113.4,60.7,151.7,92.1,0.17,0.98,0.41,0.92,0.11,0.11,0,0,1,0,0,0,1
"640",640,139,171,154,154,"ReadingGlasses","low",0.03,0.6,-1.3,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.3,217,180.3,232.5,163,206.7,182.2,216.2,184.6,294.1,181.6,279.4,253.4,309.9,165.9,248.5,220,282.1,180.7,259.7,184.8,265.5,208.7,283.5,174.2,283.6,184.4,239.8,184.5,216,253.1,248.8,263.9,265,163.6,233.8,206.8,248.3,246.4,226.6,182.3,248.6,251.9,273,182,249.3,271.7,223.5,221.1,190.7,164.6,217.1,175.5,273.3,221.8,0.93,0.1,1,0.05,0.26,0.08,1,1,1,0,0,0,1
"490",490,110,62,125,125,"NoGlasses","low",0.15,0.5,0.3,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.42,97.3,145.9,111.3,131.2,86.5,147.3,95.5,150.4,163.2,146.5,148.7,202.5,173.7,135.5,123.5,172,154.6,145,132.7,147.1,134.4,166.7,154.2,141.6,154.7,149.7,115.2,147.4,98.7,202.7,122,210.3,138.6,129.8,113.8,167.1,123.8,195.1,105.4,147.8,123.4,199.8,144.4,147.1,121.9,216.6,106,176.5,71.2,136.3,95.9,142,140.5,175.8,0.06,1,0.75,0.1,0.43,0.04,1,0,1,0,0,0,2
"944",944,208,256,157,157,"NoGlasses","low",0.16,-8.4,1.1,0.044,0.001,0.001,0.942,0.006,0,0.006,0.001,FALSE,FALSE,FALSE,"low",0.11,289.2,256,309.8,242.1,279.7,258.2,292.4,262.9,378.3,244,370.3,318.5,390.7,230.7,338,292.4,361.4,246.5,341.8,254.6,349.9,278.4,366.3,241.3,369,252.5,322.3,257.3,313.2,327.5,339,326.2,344.6,238.8,321.4,282,340.2,316.6,306.3,256.5,341,322.3,355.3,250.6,341.4,336.6,318.1,298.6,263.1,243.6,291.3,251.6,358.6,293.3,0.87,0.02,1,0.04,0.75,0.07,0,0,1,0,0,0,1
"1221",1221,79,260,136,136,"ReadingGlasses","low",0.12,-14.8,-0.2,0.008,0.005,0.903,0.041,0.001,0.03,0.013,0,FALSE,FALSE,FALSE,"low",0,289.9,123.8,307.7,102.8,283.6,126.9,294.6,129.2,358.9,104.9,360.8,172.5,362.8,83.4,330.9,146.9,345.6,109.3,330.7,115.7,339.5,134.9,347.4,103.6,351.6,114,315.6,119.5,312.2,186.4,340.3,192.6,334,98.3,315.3,139.8,334,165.9,304.7,121.6,336,174,340.5,112.6,342.4,203.8,312,153.6,269.3,111.6,292.6,118.1,348.9,141.8,1,0.02,0.5,0.18,0.44,0.19,0,1,1,0,0,0,1
"373",373,62,84,78,78,"NoGlasses","low",0,-2.5,1.3,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.32,104.1,84.4,110.8,77.7,98.8,85.7,104.5,87.2,146,83.3,140.3,117,156.2,78.4,123,104.6,140.3,82.7,127.8,86,129.4,98.7,139.8,80.7,140,85.6,117.5,86.4,106.7,118.7,124.3,122.3,133.1,76.6,115.5,98.9,123.7,116,110.1,84.9,124.1,118.4,134.6,84,124.8,127.2,111.9,105.5,88.4,80.5,104.1,82.2,134,104.3,0.41,0.08,1,0.04,0.38,0.73,1,0,1,0,0,0,2
"316",316,132,128,146,146,"NoGlasses","low",0,-3,-2.9,0.002,0.007,0.519,0.436,0.007,0.004,0.023,0.001,FALSE,FALSE,FALSE,"medium",0.37,166.5,170.9,186.9,160.7,159,171.4,168.7,174.7,240.1,169.5,232.4,237.2,256.3,156.3,204.6,218,230.1,168.4,210.6,175.6,218.6,200.5,230.7,166.2,231.5,172.5,190.1,176.2,174.6,239.1,205.4,247.3,214.6,161,189.4,202.9,204.9,235.6,178.9,172.7,205.4,240.5,221.5,171.2,205.6,255.8,184,214.7,143.8,161.1,170,167.5,225.7,212.7,0.86,0.05,1,0.02,0.21,0.1,1,0,1,0,0,0,2
"831",831,27,54,227,227,"NoGlasses","medium",0.52,-9.7,-0.2,0,0,0.047,0.941,0,0,0.011,0,FALSE,FALSE,FALSE,"medium",0.57,112.3,95.6,132,72.2,96.1,101.8,112.3,102.4,221.1,83.9,226.8,185,244.9,63.7,169.6,152.1,206,83.7,175,97.3,187.4,130.8,202.6,79.6,206.5,89.5,143.7,100.5,125.5,198.8,183.6,208.3,177,66.7,144.6,135.2,178.2,185.3,125.4,98.7,179.7,191.6,190.6,91.7,187.6,223.2,130.8,154.6,63.1,84.9,110.1,91.5,204.1,147.6,0.97,0.03,0.96,0.13,0.67,0.15,1,0,2,0,0,0,2
"453",453,92,157,185,185,"NoGlasses","low",0.02,-9.5,-13.3,0.001,0.002,0.525,0.415,0.053,0.001,0.002,0.002,FALSE,FALSE,FALSE,"medium",0.48,200.3,148.9,214.6,130.2,188,153.5,201.3,156,296.7,134.1,298.9,219,316.4,114.4,243.2,197.7,281.8,135.3,250.8,147.7,261.7,177.1,282.5,133.3,284.5,140.9,229.8,151.4,223.9,229.8,258.6,241.5,259.3,119.7,226.8,180.1,253.4,218.9,214,151.4,254.6,225.5,269.2,140.5,259.6,250.2,220.1,198.3,165.9,131.4,200.4,148.4,276.4,190.9,0,0,0,0,0,0,1,0,1,0,0,0,2
"1003",1003,58,216,68,68,"NoGlasses","medium",0.32,6,-4.3,0,0.001,0.032,0.965,0.002,0,0,0,FALSE,FALSE,FALSE,"low",0,237,75.5,243.8,67.8,231.5,76.2,236.8,78.1,272.4,79.9,262.4,110.2,279.2,74.2,249.4,92.8,266.7,78.1,255.5,78.1,257.2,88.9,267.8,76.1,267,81.6,246.9,77.5,235.6,107.2,247.5,111.8,259,68.6,243.9,87.7,248.6,106.1,242.4,76.8,248.2,108.9,261.7,78.3,246.5,116.4,240.2,92.9,225.9,69,237.4,73.3,259.4,96,0.96,0.07,1,0.03,0.4,0.07,0,0,2,0,0,0,1
"98",98,86,115,81,81,"NoGlasses","low",0,-7.4,-4.4,0,0,0.988,0.01,0.001,0,0,0,FALSE,FALSE,FALSE,"low",0,134.7,110.3,142.3,100.2,129.2,111.3,135,112.7,177.6,105.5,175.8,142.6,184.5,95.3,155.7,130.9,170.4,106.1,157.7,109.5,164.2,123.8,170.9,103.9,172.3,108.5,147.6,110.3,140.5,145.9,157.8,147.1,161,97.6,145.9,126.2,158,143.4,140.8,110.7,158.2,145.8,165.4,107.9,158,150.9,143.3,132.6,120.1,104.8,134.6,108.1,169.2,129.5,0.96,0.01,1,0.02,0.76,0.1,1,0,1,0,0,0,1
"1351",1351,33,109,78,78,"NoGlasses","low",0.13,-5.7,-3.2,0.002,0.114,0.06,0.059,0.236,0.091,0.404,0.034,FALSE,FALSE,FALSE,"low",0,128.4,54.6,140.7,47,124.2,54.5,129.4,55.5,167.8,53.8,163.3,93.1,174.7,44.9,148.7,69.4,162.1,53.8,152.2,53.5,155.9,65.6,162.8,52.1,162.7,55.4,142,54.5,140.9,95.1,152.1,96.2,151.1,47.8,142.2,66.1,150.6,84.8,134.6,54.4,151.1,88.8,156.6,54.4,152.3,101.4,138.3,73.3,114.1,46.8,129.1,52.9,160.8,71.2,0,0,0,0,0,0,0,0,1,0,0,0,1
"1068",1068,55,105,55,55,"NoGlasses","low",0,-8.2,-2.5,0.089,0,0,0.316,0.296,0.041,0.255,0.002,FALSE,FALSE,FALSE,"low",0,119.1,71.9,124,67.2,115.6,73.8,119.6,75.2,148.4,66.9,143.6,94.7,152.3,60.1,132.5,87.4,143.1,67.1,134.4,71.1,136.7,80.8,142.9,65.4,144.3,70.2,127.5,72.1,124.6,97.6,134.1,97.8,136.9,64.6,126.6,82.7,133.3,95.1,123.5,72.9,133.8,96.9,138.9,69.6,134.8,101.1,125,88,108.9,69,118.7,70.7,140.4,85.4,0.46,0.21,1,0.04,0.71,0.06,0,0,1,0,0,0,1
"666",666,216,155,191,191,"NoGlasses","low",0,20.7,-22.9,0.002,0.005,0.152,0.775,0.021,0.006,0.039,0,FALSE,FALSE,FALSE,"medium",0.35,230,261.1,246.9,235.3,214.7,255.6,223,264.6,324.8,287,271.7,368.3,355.3,271.6,234.5,308.2,309.3,281.4,273.8,277.3,266.3,307.4,310.2,274.3,306.7,287.2,248.2,270.2,205.3,349.5,226,357.9,286.1,246.3,231.3,295.5,229.7,342,238.6,265.9,227.3,351.3,291.8,279,221.8,370.9,219.1,311.8,206.4,230.2,228.2,252.7,266.5,323.4,0.98,0.03,1,0.01,0.62,0.08,1,0,1,0,0,0,2
"901",901,66,30,181,181,"NoGlasses","low",0.09,-7.2,-0.4,0,0.002,0.183,0.73,0.078,0,0.001,0.006,FALSE,FALSE,FALSE,"low",0,75,120.3,96.9,106.9,62.3,123.7,75.7,126.9,168.1,111.8,166.2,191.2,190.2,103.4,121.4,167.3,155,110.8,127.8,120.3,135.9,149.4,153.9,107.5,156.4,118.6,106,122.6,88.1,200.5,128.5,206,129.2,102.9,103.4,152.9,126.1,192.2,88.8,122.3,126.8,197.9,143,115.4,128.7,213.5,95.6,171.5,43.4,119.4,75.5,116.4,147.3,166.6,0.08,1,0.13,0.4,0.27,0.07,0,0,1,0,0,0,1
"1451",1451,99,212,87,87,"NoGlasses","medium",0.32,1.1,-0.5,0.001,0,0.272,0.722,0.001,0.003,0.001,0,FALSE,FALSE,FALSE,"low",0.24,238,121.7,246.9,113.8,231.7,121.6,237.8,123.3,279.6,123.7,274.9,163.7,287.8,116.1,254.4,146.6,274.5,123.2,261.1,123.6,263.2,136.7,273.8,122.2,273.7,124.7,249,122.8,238.5,162.7,255,167.2,263.9,114.5,246.3,137.1,254.6,161.6,243.4,122.3,254.4,164.6,268.3,123,254.9,172.2,241.1,144.7,222,113.7,237.6,120.6,268.3,144.7,0.11,0.74,0.06,0.99,0.31,0.37,0,0,2,0,0,0,1
"927",927,77,145,125,125,"NoGlasses","low",0.13,15,-8.9,0,0,0.027,0.973,0,0,0,0,FALSE,FALSE,FALSE,"low",0,190.9,103.1,207.3,93.8,183.4,103,191.3,107.1,249.7,117.2,222.9,175.1,263.2,111.6,205.3,143.5,239.2,114.8,222.7,110.7,219.2,136,243.1,112.3,241.9,117.9,207.9,107.5,180.3,166,197.9,175.4,223.5,100.5,197.7,129.5,200.3,162.6,200,105.2,199.6,166.4,234.4,113.2,196.9,180.7,190.4,137.5,178,85.5,191.1,100.4,222.4,148.3,0.99,0.01,0.96,0.17,0.26,0.29,0,0,1,0,0,0,1
"201",201,156,140,188,188,"NoGlasses","medium",0.31,-3.3,3.2,0.002,0.001,0.072,0.544,0.364,0.002,0.015,0.001,FALSE,FALSE,FALSE,"low",0,192.5,209.3,208.3,184.3,180.5,210.7,192.9,213,285.5,208.3,272.1,294.5,304.3,182.6,236.9,252.4,272.9,206.4,243.9,213,252.1,239.4,272,204.3,273.3,209.7,222,213.4,198.9,300.7,240.3,312.7,253.3,184.7,215.4,242.1,237.5,279.7,205.1,211.9,238.1,293.2,260.2,211.1,241.7,326.9,205,259.5,151.6,192.5,192.8,206.6,260.8,257,1,0.02,0.12,0.19,0.54,0.13,1,0,2,0,0,0,1
"786",786,110,263,347,347,"ReadingGlasses","medium",0.26,6.2,4.8,0,0.001,0.397,0.41,0.185,0.001,0.006,0.001,FALSE,FALSE,FALSE,"low",0.16,370.1,197.2,422.1,160.6,351.2,199.7,373.3,203.1,541.5,219.1,493.3,374.5,586.6,177.2,442.6,293.1,519.1,211.3,473.6,215.1,478.5,268.5,519.8,209.6,520.4,217.2,435,210.3,356,358.2,429,395.2,495.1,162.4,412.8,260.1,435.1,341.8,394.9,204.5,434.5,355.4,500,214.6,426.6,416.6,388,287.6,319.6,150.5,372.7,194.7,489.8,299.4,1,0.04,0.24,0.11,0.73,0.1,1,1,2,0,0,0,1
"1281",1281,116,256,132,132,"NoGlasses","low",0.03,12.4,-4,0.002,0.002,0.054,0.811,0.107,0.004,0.02,0.001,FALSE,FALSE,FALSE,"high",0.78,304.9,144,316.7,135.2,294.4,142.6,301.9,149.2,364,156.8,340.3,217.9,385.2,146.3,319.1,193.2,355.1,154.7,335.7,156.4,335.8,183.4,354.9,150.7,353.5,160.8,320.9,153.1,290.6,207.4,314.2,216.5,346.2,140.3,310.3,178.4,316.6,209.7,312.5,148.4,315.7,214,343.1,154.8,312.6,225.5,302.4,187,280.7,124.9,305.5,140.1,337.8,195.4,0.92,0.04,1,0.38,0.44,0.02,0,0,1,0,0,0,3
"31",31,57,126,90,90,"NoGlasses","medium",0.3,3.4,1.1,0,0,0.994,0.006,0,0,0,0,FALSE,FALSE,FALSE,"low",0.08,152,80.6,163.2,73,146.2,81.6,152,83,198.2,83.7,187.4,125.2,207.8,79.1,171,106.1,192,83.3,178.1,83.6,180.7,98.2,192.7,80.9,192.7,85.1,167,82.5,151.1,121.9,169.8,122.4,183.9,73.2,163.3,96.4,169.8,118.9,157.9,81.5,170,121.5,186.6,83.2,169.7,125.4,159,103.7,137.4,76.2,151.9,79.3,183.1,105.8,0.19,0.18,0.2,1,0.43,0.19,1,0,2,0,0,0,1
"852",852,82,233,73,73,"NoGlasses","low",0,-5.9,-12.3,0,0,0.04,0.956,0.003,0,0.001,0,FALSE,FALSE,FALSE,"low",0,252,104,259.9,97.8,247.6,105.6,252.8,106.2,290,100,285.1,134.9,299.1,92,267.3,117.9,285,99.5,272.4,102.3,275.7,112.6,285.3,98.1,285.3,101.8,261.6,103.7,260.2,137.9,271,135.7,272.6,96.6,260.7,113.6,270.8,131.6,257.2,103.9,271.2,134.8,280,100.4,271.8,139.6,259,120.6,240.5,98.2,252.3,102.7,279.7,118.3,0.98,0.03,1,0.02,0.69,0.03,0,0,1,0,0,0,1
"677",677,249,264,188,188,"ReadingGlasses","low",0,0.2,-3.3,0,0,0.078,0.916,0.004,0,0.001,0,FALSE,FALSE,FALSE,"high",0.89,315.3,297.9,338.7,276.7,301.8,298.5,315.3,303.7,410.9,301.6,392.5,387.5,430,282,359.5,352.8,399.3,299.3,368.4,301,381,334.8,398.1,294.3,397.5,305.7,346.6,301.2,322.9,387.9,356.7,391.7,377.4,279.1,337.1,334,358.1,384.9,327.8,299.3,357.7,390.8,386.2,300.6,357.1,400.7,329.2,352.5,286.6,280.1,315.9,293.5,389.7,352,1,0.03,0.57,0.07,0.48,0.07,1,1,1,0,0,0,3
"929",929,77,145,125,125,"NoGlasses","low",0.13,15,-8.9,0,0,0.027,0.973,0,0,0,0,FALSE,FALSE,FALSE,"low",0,190.9,103.1,207.3,93.8,183.4,103,191.3,107.1,249.7,117.2,222.9,175.1,263.2,111.6,205.3,143.5,239.2,114.8,222.7,110.7,219.2,136,243.1,112.3,241.9,117.9,207.9,107.5,180.3,166,197.9,175.4,223.5,100.5,197.7,129.5,200.3,162.6,200,105.2,199.6,166.4,234.4,113.2,196.9,180.7,190.4,137.5,178,85.5,191.1,100.4,222.4,148.3,0.99,0.01,0.96,0.17,0.26,0.29,0,0,1,0,0,0,1
"1249",1249,233,168,161,161,"NoGlasses","low",0,0.1,-4.5,0.02,0.006,0.001,0.363,0.102,0.165,0.335,0.007,FALSE,FALSE,FALSE,"low",0.2,213.8,275.3,226.9,261.1,198.3,277.8,212.1,283,297,278.8,275.7,354.6,313.9,263.6,245.8,315.5,285.7,275.6,255.5,279.9,259.2,304.6,284.5,273.3,284,282.8,237.6,279.9,223.1,354.3,247.4,360.2,261.9,263.5,235.8,304.9,246,338.3,227,278.5,246.7,344.4,271.6,277,248.1,370.4,228.8,320.2,181.5,259.8,212.1,272.6,267.9,318.4,0.14,1,0.21,0.18,0.36,0.05,0,0,1,0,0,0,1
"830",830,62,294,159,159,"NoGlasses","low",0.08,-0.9,-11.8,0,0.033,0.355,0.555,0.009,0.001,0.04,0.008,FALSE,FALSE,FALSE,"low",0.14,338.5,106.1,352.3,89.9,328.1,107.8,338.5,111.3,419.4,107.3,415.2,175.5,438.2,91.3,367,148.5,405.1,105.2,382.5,109.7,389.6,134.3,407.5,100.9,407.5,110.1,362,109.5,339.9,177.1,374.8,194.1,388.5,90.5,354.1,134.1,372.6,173.1,349.3,108.2,373,178.9,395.6,107.9,375.4,202.9,343.5,147,310.6,91.5,337.5,101.9,397.6,148.3,1,0.06,0.75,0.1,0.34,0.14,1,0,1,0,0,0,1
"356",356,134,78,170,170,"NoGlasses","low",0.21,-34.4,18.6,0.03,0.007,0.642,0.312,0.008,0.001,0,0,FALSE,FALSE,FALSE,"medium",0.48,108.9,202,121.5,165.4,101.6,207.8,113.9,205.4,182.7,163.5,211.1,239.4,184.6,134.1,178,219.7,169.7,169.7,156.5,181.2,175.6,205.5,170.4,163.2,176.7,173.2,140.2,189.4,154.5,273,191.9,259.6,148.9,153.1,151.9,219.3,187.1,248.7,124.3,196.9,190.3,255.7,165.4,174.8,196.1,267.3,152.6,236.6,71.5,199.4,109.8,195.3,193.1,212.2,1,0.03,0.96,0.02,0.89,0.03,1,0,1,0,0,0,2
"1238",1238,220,73,300,300,"NoGlasses","medium",0.52,13.3,-21.3,0.001,0,0.252,0.63,0.112,0,0.001,0.003,FALSE,FALSE,FALSE,"medium",0.33,180,283.1,215.2,271,162.5,281.8,179.7,294.5,318.3,318.4,267.4,458.8,366.2,297.4,204.4,377,295.6,310.5,252.7,308.2,242.7,360.3,301.5,305.2,297.7,320.8,217.6,300,167.5,436.9,203.1,454,256.7,278.1,196.9,349.2,209.1,426.7,201.5,292.8,206.8,438.9,280.7,309.1,196.9,475.8,181.8,368.1,140.8,235.2,184.5,278.5,250.5,389.2,0.87,0.01,0.98,0.03,0.83,0.53,0,0,2,0,0,0,2
"1232",1232,95,240,245,245,"NoGlasses","low",0,2,-24.4,0,0.001,0.132,0.857,0.009,0,0,0,FALSE,FALSE,FALSE,"low",0.05,324.6,157.8,336.3,134.3,307.4,162.7,320,167.4,425,158.9,411,282.5,450.2,145.4,348.4,215.8,413.5,159.7,371.5,159.5,378.1,201.5,412.1,150.6,411.7,165.9,343.5,159.4,316.1,283.3,357.2,289.1,371.6,133.5,338.1,195.9,359,264.8,332.5,158.9,358.4,279.6,395.9,160.8,355,305,323.8,220.2,284.4,134.3,320.2,150.3,386.5,226,1,0.06,0.92,0.09,0.13,0.08,0,0,1,0,0,0,1
"1469",1469,288,208,271,271,"NoGlasses","low",0,-1.2,-0.3,0,0.01,0.098,0.816,0.061,0,0.009,0.005,FALSE,FALSE,FALSE,"low",0,281.8,360.2,316,324.2,258,362.5,280,366.6,423.3,356.2,394.1,487.8,468.2,326.5,342.5,437.3,401.6,357.6,359.3,362.6,371.9,406.5,404.2,355.9,403.9,361.5,321.9,365,295.5,488.9,344.4,497.1,377.1,320.3,312.8,411.5,346.4,473.1,298.5,360.7,346.4,488.2,382.1,357.7,346.8,515.1,299.3,437.4,223.5,330.9,279.1,360.9,385.8,432.6,0.85,0.08,1,0.03,0.13,0.15,0,0,1,0,0,0,1
"190",190,35,245,206,206,"NoGlasses","low",0.04,-13.8,16,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.08,291.9,104.3,317.4,70.6,279.8,109.3,295.1,110.3,393.8,85.9,399.6,177.5,409.3,58.7,362.9,137.2,377,85.9,358.9,93.3,373.2,123.3,378.5,80.2,381.8,92.7,332.8,98.1,313.3,199,367.9,212.2,361.8,62.3,335.8,133,357.5,174,311.6,103.4,360.1,181,367.5,90.7,370.5,223.3,329,154.4,249.9,97.6,291.9,97.8,389,135.1,0.91,0.35,1,0.01,0.31,0.04,1,0,1,0,0,0,1
"576",576,77,92,207,207,"NoGlasses","low",0.25,14.9,-0.6,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.05,157.2,133.1,192.2,119.4,142.9,132.7,158,137.5,272.9,155.4,228.5,234.6,303.1,147.9,194.4,173.1,258.3,151.2,220.4,145.1,218.2,169.5,259.8,149,258.5,154.8,192.2,139.7,136.9,219,179.1,232.5,236.5,125.8,180.3,161.3,186.5,207.4,174.3,137.6,183.8,215.3,242.9,149.7,175.6,243.8,162.6,173,131.3,116,158.9,130,224.1,186.3,1,0.11,0.64,0.02,0.73,0.04,1,0,1,0,0,0,1
"735",735,145,129,209,209,"NoGlasses","low",0,-3.6,-19.4,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,185.6,208.5,195,183.4,167.1,211.2,179.1,214.4,291.5,202.7,290,291.6,316,183.3,221.3,261.7,281,201.4,234.6,210.2,249.9,246.7,276.1,197.2,276.6,207.5,211.3,211,190.3,296.9,233.8,319.7,244.2,176.3,202.8,247.8,228.7,285.8,193.6,212.4,229.9,294.3,260.6,206.6,236.7,329.9,193.6,262.7,146.6,190.6,180.3,203.5,263.7,258.5,0.93,0.01,1,0.03,0.82,0.08,1,0,1,0,0,0,1
"847",847,137,252,157,157,"ReadingGlasses","low",0,3,-1.2,0,0.001,0.01,0.977,0.002,0,0.009,0.001,FALSE,FALSE,FALSE,"low",0.1,298.3,177.5,313.9,157.5,288.4,177.9,299.7,179.6,376.4,182.8,361,253.2,399.5,170.5,329.9,223.1,367.9,181.7,341,181,344.7,210.3,366.5,179,366.4,183.9,323.3,180.1,295.2,248.5,328.8,256.6,350.2,159.8,316.2,209.9,331,246.9,309.5,177.8,330.2,252.3,355.8,181.7,327.9,264.3,307.2,222.9,268.5,164.1,298.4,173.5,352.9,224.2,1,0.03,0.24,0.35,0.61,0.15,1,1,1,0,0,0,1
"1280",1280,45,230,173,166,"NoGlasses","high",1,3.3,-2.7,0,0.254,0.265,0.379,0.051,0.001,0.018,0.031,FALSE,FALSE,FALSE,"medium",0.49,285.1,85.8,299.6,74.7,267.9,84.4,278.1,93.6,370.3,92.3,345.2,173.5,380.2,77.7,312.9,145,359.6,91.8,325.1,97.6,329.9,129.8,355.2,86.3,356.5,100,304.1,95.8,281.6,169.9,314.1,179.7,333.2,75.5,298.6,126.1,312.7,164.5,292.6,91.2,311.8,172.8,342,95.4,314,192.8,290.4,140,254.8,72.2,279.9,80.6,336.3,144,0.98,0.16,0.47,0.7,0.36,0.08,0,0,3,0,0,0,2
